#{"t_start": 1676295043.749491, "env_id": null}
r,l,t
98,5,415.842434
-100,4,415.853651
89,18,415.897063
-100,2,415.90478
97,9,415.927421
98,7,415.943467
-100,5,415.956682
94,11,415.98253
99,7,416.002799
100,6,416.017365
-104,9,416.04214
97,6,416.056163
99,5,416.06887
91,16,416.108882
99,6,416.12358
100,4,416.134432
97,9,416.157695
88,19,416.20585
-143,51,416.33582
96,10,416.361271
95,11,416.388583
-143,51,416.518518
100,4,416.529622
-113,18,416.576689
-117,23,416.633968
100,3,416.643013
-103,8,416.660933
86,22,416.717512
-144,51,416.840819
100,4,416.852299
97,9,416.875938
-101,5,416.888947
-102,7,416.905694
95,9,416.929089
95,12,416.958595
-117,22,417.016959
100,4,417.023859
99,4,417.035087
-148,51,417.161302
83,23,417.220797
70,33,417.305273
97,8,417.323358
-144,51,417.450018
66,40,417.551522
96,11,417.583677
-114,20,417.63335
98,6,417.647299
98,6,417.661676
-143,51,417.786698
-143,51,417.913196
99,5,417.926341
96,10,417.951061
-145,51,418.077988
99,6,418.092466
88,18,418.134028
-107,12,418.166919
98,6,418.181498
91,15,418.218582
-101,7,418.235492
-144,51,418.364697
-143,51,418.493078
-143,51,418.619941
-144,51,418.750976
93,13,418.787036
95,11,418.814015
-100,3,418.823564
97,7,418.839182
87,20,418.889618
-19,27,418.954882
100,3,418.96394
100,4,418.975231
-139,46,419.087696
82,24,419.148837
70,37,419.240212
92,15,419.277773
98,6,419.292266
92,15,419.329418
-137,44,419.436714
98,7,419.456411
100,4,419.463503
83,24,419.52551
-143,51,419.65123
-107,12,419.684981
-143,51,419.814341
92,12,419.845577
-148,51,419.980178
96,7,419.99678
91,13,420.031284
65,42,420.136513
100,5,420.148947
78,27,420.215627
-102,8,420.238416
-100,3,420.247639
-102,7,420.264089
-103,8,420.286598
81,24,420.34362
-106,11,420.374231
-124,31,420.447998
99,5,420.460261
95,8,420.478448
-144,51,420.608713
99,5,420.621586
98,6,420.636077
99,7,420.652627
97,9,420.675395
-144,51,420.801187
98,8,420.823769
-144,51,420.951364
76,30,421.027503
98,8,421.049969
89,15,421.087888
97,7,421.103969
100,4,421.114871
-106,11,421.142058
-143,51,421.26705
91,16,421.308477
98,5,421.321116
98,7,421.341897
89,17,421.382353
-143,51,421.509219
-119,26,421.576863
100,4,421.583814
100,5,421.596342
100,5,421.609436
92,14,421.645242
-143,51,421.773232
100,3,421.78248
100,4,421.793058
100,3,421.798318
79,28,421.871198
100,3,421.880523
-144,51,422.00968
97,7,422.026059
72,35,422.115477
99,6,422.129311
80,27,422.199381
89,18,422.242935
97,8,422.265204
-107,14,422.303141
95,11,422.330438
97,9,422.353853
89,17,422.395115
70,37,422.489103
90,17,422.531397
100,4,422.543847
98,6,422.558981
97,8,422.580586
-129,36,422.670059
95,8,422.688235
-143,51,422.819591
98,6,422.834125
-143,51,422.960805
81,26,423.025439
-101,6,423.039743
-101,6,423.058196
97,9,423.078057
100,5,423.090641
99,5,423.103268
100,4,423.11412
-143,51,423.240645
96,11,423.272083
92,14,423.30404
100,4,423.315238
100,5,423.328172
81,26,423.392948
100,3,423.402222
92,14,423.438676
-116,22,423.493923
-112,19,423.542453
88,19,423.590508
99,5,423.603065
85,18,423.644242
97,8,423.664981
-141,48,423.785546
-100,4,423.79284
99,6,423.81216
-104,9,423.831621
100,5,423.844634
98,9,423.870147
99,5,423.884648
-144,51,424.00847
99,6,424.026832
100,3,424.032196
-143,51,424.160618
-143,51,424.293607
86,20,424.345266
92,11,424.373107
91,16,424.414173
98,8,424.436284
-143,51,424.562658
86,20,424.614549
99,5,424.626958
-143,51,424.756247
-144,51,424.883402
-26,34,424.970121
100,5,424.982496
96,11,425.010154
97,9,425.033801
-108,13,425.069047
-100,4,425.076025
100,4,425.086517
-107,14,425.120276
-101,4,425.131309
92,12,425.160782
-145,51,425.287413
84,23,425.347298
-102,9,425.371354
-143,51,425.498606
93,14,425.53512
96,9,425.558126
-100,3,425.563914
-100,3,425.573052
-102,8,425.591426
97,8,425.613182
100,4,425.624229
100,3,425.629765
97,9,425.655699
86,21,425.714039
95,10,425.740729
100,4,425.75311
96,9,425.777311
-147,51,425.903629
96,10,425.929411
95,10,425.954698
-106,10,425.979542
91,13,426.01382
-130,37,426.104457
99,5,426.116682
-144,51,426.245545
100,4,426.256516
99,6,426.271197
80,24,426.33124
76,32,426.41789
97,8,426.436377
97,7,426.454917
91,13,426.486144
100,4,426.497617
92,15,426.535314
100,3,426.544597
100,3,426.549939
99,6,426.564301
98,6,426.582551
100,4,426.589515
99,5,426.602138
92,16,426.646801
97,7,426.663221
98,5,426.675564
95,11,426.702952
-104,7,426.723519
96,8,426.741413
95,8,426.763793
99,6,426.778478
64,42,426.882882
88,19,426.931681
-144,51,427.061652
-121,28,427.133329
-105,10,427.159566
90,17,427.200879
-100,3,427.210254
-143,51,427.338957
98,6,427.353611
99,7,427.374383
-100,3,427.379902
-108,14,427.416396
99,4,427.427021
100,4,427.437653
98,9,427.460957
-102,8,427.478667
100,4,427.489458
-102,7,427.506107
85,21,427.563107
100,4,427.570497
100,4,427.581875
96,9,427.605514
92,14,427.64186
80,28,427.709269
100,4,427.720307
-143,51,427.849102
99,4,427.860143
-143,51,427.987394
99,5,428.000311
-132,39,428.100549
97,8,428.121333
95,11,428.149313
97,9,428.173767
83,24,428.234879
100,6,428.249518
100,4,428.260262
-102,8,428.279122
100,3,428.288484
-144,51,428.418702
100,4,428.429902
98,7,428.446115
98,7,428.466122
100,4,428.473072
97,8,428.495162
99,6,428.509821
98,8,428.532256
95,12,428.559512
-144,51,428.685596
96,7,428.70573
-144,51,428.834802
99,7,428.851262
88,19,428.904034
96,10,428.930215
93,12,428.963294
90,17,429.005608
98,5,429.018537
97,7,429.035435
75,32,429.124047
63,44,429.235902
100,3,429.241044
-144,51,429.371615
-143,51,429.503921
-101,5,429.516941
97,7,429.53328
-143,51,429.664392
95,12,429.697213
97,7,429.713471
100,4,429.724685
-143,51,429.853163
-101,4,429.864958
91,14,429.90144
-101,6,429.916846
90,16,429.956349
99,6,429.970712
92,14,430.007422
-147,51,430.134909
-144,51,430.267263
99,5,430.2805
98,6,430.299728
96,10,430.325981
99,7,430.342914
-104,8,430.365295
90,17,430.407432
95,10,430.432183
93,12,430.460851
99,4,430.471781
97,8,430.492961
-143,51,430.620639
-12,20,430.673499
98,6,430.690349
93,13,430.724539
-112,19,430.775575
100,3,430.781119
-119,26,430.848228
-109,15,430.888064
-105,11,430.919714
91,16,430.959512
-143,51,431.087514
-144,51,431.212982
100,4,431.223846
84,23,431.284905
-105,11,431.312646
-116,23,431.368013
98,7,431.386803
95,10,431.412435
97,6,431.426894
99,5,431.439594
100,6,431.455023
-112,19,431.503461
97,6,431.517682
-148,51,431.645947
100,5,431.659343
93,14,431.695355
-106,12,431.727776
-143,51,431.857358
99,6,431.872258
98,7,431.888143
-119,27,431.957555
68,38,432.048817
-101,5,432.061673
70,37,432.156786
-138,44,432.266877
-102,8,432.285187
100,3,432.294174
-102,7,432.310263
96,10,432.33503
-143,51,432.460174
-109,14,432.497058
100,4,432.507727
93,11,432.534648
-143,51,432.661777
97,9,432.685976
-144,51,432.813102
100,3,432.822654
-111,17,432.864929
98,6,432.883606
-107,14,432.916665
91,13,432.950734
96,10,432.975863
-109,16,433.01609
-143,51,433.145642
79,29,433.218942
98,5,433.231568
99,4,433.242257
-120,26,433.30797
96,9,433.330469
-108,14,433.36702
-103,9,433.390849
100,5,433.403557
-147,51,433.525522
100,4,433.536655
98,8,433.555487
-117,24,433.617251
99,5,433.629678
-116,22,433.683051
-101,5,433.696408
-143,51,433.828089
97,9,433.848018
-144,51,433.978067
86,21,434.028847
94,11,434.055479
-106,10,434.080823
81,26,434.144745
-101,5,434.15725
96,10,434.182385
94,13,434.216952
-107,13,434.248786
-100,5,434.261477
90,17,434.305507
97,8,434.323246
96,8,434.344371
97,8,434.366645
97,7,434.383393
88,19,434.432907
99,5,434.445874
100,3,434.45106
100,3,434.460344
100,4,434.471523
100,4,434.482211
100,3,434.487934
-126,32,434.56752
88,17,434.606108
100,3,434.615431
100,5,434.628311
-104,10,434.654797
86,19,434.700141
92,14,434.736445
-119,26,434.799881
-145,51,434.930073
-143,51,435.05313
84,24,435.113236
91,16,435.153762
100,4,435.165333
98,6,435.180131
86,20,435.232071
99,5,435.244732
-143,51,435.373983
93,13,435.409453
99,8,435.428152
97,9,435.451451
-105,11,435.478189
97,7,435.498098
100,3,435.503404
100,4,435.514213
-108,14,435.549639
-144,51,435.679096
65,43,435.788293
-115,20,435.836891
96,10,435.861921
97,9,435.882026
93,14,435.917643
-100,3,435.927373
-107,12,435.956569
100,3,435.965415
-143,51,436.08892
85,22,436.142369
98,7,436.162387
100,4,436.1728
98,5,436.185559
-119,26,436.250368
96,8,436.268276
91,16,436.312716
86,21,436.36526
97,7,436.381814
-106,11,436.409208
86,21,436.463738
85,22,436.517344
-146,51,436.648655
-115,20,436.699813
99,5,436.712275
99,7,436.732968
68,39,436.830421
98,6,436.84899
-117,24,436.907945
-100,4,436.919667
87,19,436.968095
-106,12,436.996344
93,10,437.022107
-106,12,437.05492
98,6,437.069897
-106,11,437.096916
-120,27,437.169743
98,5,437.182396
-101,5,437.195721
99,6,437.21067
-143,51,437.336619
100,4,437.347982
-143,51,437.473981
100,4,437.485169
-100,3,437.490639
-106,11,437.521694
-144,51,437.644466
87,19,437.694407
99,5,437.707441
93,14,437.739878
-147,51,437.868804
85,23,437.925746
96,9,437.949074
99,5,437.961409
-110,16,438.00075
99,5,438.012737
94,13,438.047267
100,4,438.058615
99,5,438.071281
94,12,438.098908
97,7,438.115431
-106,10,438.140956
100,4,438.151743
77,30,438.226063
96,10,438.252376
92,13,438.286005
-144,51,438.409488
95,11,438.437094
-102,7,438.457273
92,11,438.48365
-110,16,438.522927
99,9,438.546245
100,4,438.557173
97,6,438.572034
77,30,438.64719
-111,18,438.691752
-144,51,438.821169
98,8,438.839352
100,4,438.850337
99,5,438.862895
-100,3,438.872471
99,7,438.889267
-104,11,438.916689
-100,5,438.93011
98,6,438.944543
99,7,438.964925
99,6,438.978888
99,4,438.989538
-145,51,439.11555
100,6,439.130442
-144,51,439.25721
-117,24,439.320875
-116,23,439.386847
-129,36,439.520377
-112,18,439.570367
93,10,439.595347
96,8,439.613427
100,4,439.624191
-143,51,439.751248
90,18,439.800413
-144,51,439.929821
-100,5,439.945305
98,9,439.971714
100,4,439.98295
80,26,440.048572
90,16,440.087757
95,10,440.112623
-103,8,440.134347
-103,9,440.15489
-117,24,440.222639
100,6,440.23982
100,4,440.251858
97,9,440.278801
-144,51,440.415379
97,9,440.438896
-144,51,440.563338
81,26,440.627773
98,6,440.644826
80,27,440.708425
-109,15,440.746536
-100,3,440.755845
97,8,440.77492
98,6,440.789396
-144,51,440.922152
99,5,440.935039
88,19,440.980294
-101,5,440.993054
-112,19,441.041288
98,7,441.062556
-144,51,441.191064
100,3,441.196448
-145,51,441.32983
100,3,441.336744
97,7,441.357879
-101,6,441.375402
99,4,441.388445
100,6,441.405388
-145,51,441.536336
100,4,441.547183
98,8,441.564892
99,6,441.583068
96,8,441.600561
98,7,441.622341
78,29,441.690583
-100,4,441.702418
-107,12,441.734105
95,11,441.762092
-143,51,441.890998
-143,51,442.016794
88,19,442.065008
-107,14,442.1011
96,9,442.124614
-101,4,442.13224
97,9,442.155995
86,18,442.203059
-40,48,442.314861
100,4,442.325581
100,4,442.335992
84,23,442.396741
-103,8,442.415413
-147,51,442.540777
70,38,442.637938
91,15,442.67661
-144,51,442.8067
98,6,442.821301
-124,31,442.906023
96,9,442.925279
100,3,442.934512
88,18,442.980927
85,22,443.035062
-143,51,443.167581
-102,4,443.179668
98,7,443.195822
97,8,443.218363
-144,51,443.353278
92,12,443.387697
-143,51,443.517918
-143,51,443.644453
100,4,443.655896
-102,7,443.671903
83,24,443.734344
-106,13,443.77032
-100,4,443.77822
-109,14,443.816841
99,5,443.829638
99,6,443.844381
-143,51,443.984524
-35,43,444.094349
88,16,444.134204
93,12,444.167308
-114,21,444.221169
99,4,444.232066
88,19,444.279825
97,9,444.300334
100,3,444.309956
94,9,444.333289
100,3,444.338393
99,5,444.350765
100,4,444.36208
97,7,444.382693
-103,7,444.400094
-100,3,444.409784
-143,51,444.540038
-105,10,444.565205
-111,18,444.607972
-143,51,444.73965
-108,15,444.777182
99,5,444.790369
94,11,444.817773
91,14,444.853766
95,10,444.879319
-144,51,445.007357
99,5,445.020997
98,7,445.037732
-144,51,445.166686
98,8,445.189898
100,6,445.205829
-116,24,445.270227
97,9,445.294094
92,14,445.329933
95,11,445.356635
-104,8,445.374808
98,7,445.39517
94,12,445.424032
-101,6,445.438931
89,18,445.487125
87,20,445.538573
-144,51,445.670958
100,4,445.682271
96,10,445.707796
100,6,445.722669
100,3,445.732016
100,4,445.744019
-107,11,445.771314
91,16,445.811477
98,7,445.827814
79,27,445.899656
-102,8,445.917584
99,4,445.928492
95,10,445.953367
98,5,445.965727
94,13,445.999524
-144,51,446.128476
94,12,446.158195
97,7,446.178725
85,22,446.231943
98,7,446.251519
95,11,446.27851
99,5,446.290872
100,4,446.301662
-119,25,446.36486
-108,15,446.403214
-106,12,446.432361
94,12,446.459945
100,4,446.470545
-144,51,446.598827
96,8,446.620914
100,5,446.633786
94,11,446.661277
80,27,446.733153
-121,28,446.801953
85,22,446.859242
-143,51,446.985437
92,14,447.022622
-144,51,447.149128
100,4,447.160451
92,14,447.192611
-144,51,447.326277
99,6,447.34108
98,6,447.355483
100,5,447.368821
99,5,447.382146
-101,6,447.397334
93,13,447.432316
-100,5,447.445051
-143,51,447.573901
-114,21,447.626777
99,4,447.637758
-124,29,447.713726
-143,51,447.840589
-144,51,447.968905
-145,51,448.099025
84,23,448.15894
94,12,448.187812
98,6,448.205803
100,4,448.212768
98,5,448.225384
100,3,448.234658
100,4,448.245951
98,7,448.262817
98,6,448.278411
-101,7,448.300059
-102,7,448.316898
80,27,448.388585
98,7,448.404946
-146,51,448.529311
97,9,448.552438
90,17,448.594935
100,5,448.608339
-103,9,448.632426
97,8,448.65437
-143,51,448.783872
99,5,448.797388
96,9,448.821815
97,8,448.839979
99,4,448.851075
94,13,448.886715
100,4,448.897815
96,9,448.917314
77,30,448.992588
70,37,449.093638
84,23,449.150033
100,3,449.159356
-115,21,449.212043
98,6,449.226299
-107,14,449.263417
-136,43,449.379773
99,4,449.390366
-106,12,449.418977
99,5,449.431291
-101,6,449.446112
-112,18,449.49168
-145,51,449.618916
100,3,449.628088
-144,51,449.754959
99,5,449.768248
97,8,449.786836
99,6,449.805247
-143,51,449.931372
-143,51,450.063889
-100,2,450.067551
-114,21,450.123829
98,6,450.138132
98,9,450.161946
82,24,450.223748
96,11,450.254793
100,4,450.26214
-102,8,450.283683
97,9,450.307544
100,3,450.312721
-143,51,450.446435
99,6,450.461154
100,3,450.466828
96,10,450.493289
82,22,450.549226
95,12,450.578101
-128,36,450.668869
81,26,450.735898
98,5,450.748794
94,13,450.780417
99,6,450.795632
-104,10,450.821506
99,5,450.834377
79,28,450.906966
91,15,450.945034
-114,19,450.992539
-143,51,451.120848
-143,51,451.249618
-143,51,451.375315
79,26,451.439899
90,17,451.480558
94,12,451.50884
79,28,451.580376
-143,51,451.711111
-107,14,451.748571
93,13,451.782417
80,27,451.851676
-113,19,451.901955
-101,5,451.914926
-144,51,452.044171
75,31,452.12241
-108,12,452.156552
99,5,452.169756
93,13,452.200547
99,4,452.211701
97,9,452.236146
97,8,452.254254
96,8,452.276774
95,8,452.298634
-143,51,452.425617
100,4,452.436792
97,8,452.45524
100,4,452.4664
91,16,452.507412
100,4,452.519159
92,13,452.552677
-144,51,452.67717
-144,51,452.807513
100,4,452.819027
82,24,452.880373
-143,51,453.007451
100,4,453.018559
-37,45,453.133921
99,5,453.146853
98,7,453.164261
-144,51,453.288268
100,4,453.300394
-137,44,453.419706
95,8,453.437445
99,5,453.450342
99,5,453.463111
-144,51,453.594125
99,6,453.608862
97,9,453.632568
-105,10,453.65804
65,42,453.763821
99,8,453.785487
97,9,453.805049
-143,51,453.936357
-143,51,454.059516
100,4,454.070268
95,11,454.098102
-144,51,454.227287
-104,10,454.2533
-143,51,454.383351
-143,51,454.51184
100,4,454.522926
84,22,454.580561
96,10,454.606078
-143,51,454.734127
-143,51,454.865111
-109,15,454.903651
99,4,454.914723
99,8,454.932918
-105,11,454.964032
-125,32,455.0414
88,19,455.089317
93,11,455.115358
100,5,455.127876
96,10,455.153075
-116,22,455.205897
98,7,455.225617
99,5,455.238146
92,14,455.274263
-144,51,455.402756
88,18,455.444291
-144,51,455.574483
94,10,455.600066
-102,7,455.616498
86,21,455.672487
96,8,455.693769
97,7,455.709129
97,8,455.732168
78,26,455.797003
99,7,455.813452
90,16,455.857614
-111,18,455.901927
100,4,455.913102
-111,19,455.96101
98,8,455.978988
-141,48,456.102544
88,17,456.143657
-146,51,456.269933
-107,13,456.301274
100,4,456.312196
100,4,456.323256
84,21,456.375301
96,10,456.402259
-100,3,456.411796
84,21,456.464385
100,5,456.477007
-103,9,456.501054
99,6,456.515633
93,13,456.546232
99,7,456.567094
88,19,456.616207
-101,4,456.623394
98,6,456.640913
90,16,456.680417
-100,5,456.693184
-102,6,456.707196
92,13,456.741427
100,3,456.747048
90,17,456.791621
100,3,456.797086
100,3,456.806226
100,4,456.818
100,6,456.832595
-116,22,456.888105
87,19,456.937943
-145,51,457.067448
100,4,457.078305
-102,8,457.099858
-103,8,457.117763
91,13,457.151155
96,9,457.174869
-104,10,457.200474
88,20,457.249342
99,6,457.263747
100,7,457.279927
99,6,457.29484
94,11,457.326408
87,20,457.376669
100,3,457.3821
-107,13,457.417189
99,4,457.428279
99,4,457.435314
96,8,457.456638
100,4,457.467642
-143,51,457.594736
99,6,457.60922
95,11,457.635105
100,6,457.653773
-101,4,457.660808
98,6,457.679063
98,6,457.693718
100,4,457.704956
97,8,457.723242
-121,26,457.788931
59,49,457.916404
-104,10,457.942382
93,15,457.981057
83,25,458.043656
-144,51,458.175492
